Record_ID,Age,Community_Buildin,Community_Membership_Family,Community_Membership_Hobbies,Community_Membership_None,Community_Membership_Other,Community_Membership_Political,Community_Membership_Professional,Community_Membership_Religious,Community_Membership_Support,Country,Disability_Cognitive,Disability_Hearing,Disability_Motor,Disability_Not_Impaired,Disability_Not_Say,Disability_Vision,Education_Attainment,Falsification_of_Information,Gender,Household_Income,How_You_Heard_About_Survey_Banner,How_You_Heard_About_Survey_Friend,How_You_Heard_About_Survey_Mailing_List,How_You_Heard_About_Survey_Others,How_You_Heard_About_Survey_Printed_Media,How_You_Heard_About_Survey_Remebered,How_You_Heard_About_Survey_Search_Engine,How_You_Heard_About_Survey_Usenet_News,How_You_Heard_About_Survey_WWW_Page,Major_Geographical_Location,Major_Occupation,Marital_Status,Most_Import_Issue_Facing_the_Internet,Opinions_on_-Censorship,Primary_Language,Primary_Place_of_WWW_Access,Race,Not_Purchasing_Bad_experience,Not_Purchasing_Bad_press,Not_Purchasing_Cant_find,Not_Purchasing_Company_policy,Not_Purchasing_Easier_locally,Not_Purchasing_Enough_info,Not_Purchasing_Judge_quality,Not_Purchasing_Never_tried,Not_Purchasing_No_credit,Not_Purchasing_Not_applicable,Not_Purchasing_Not_option,Not_Purchasing_Other,Not_Purchasing_Prefer_people,Not_Purchasing_Privacy,Not_Purchasing_Receipt,Not_Purchasing_Security,Not_Purchasing_Too_complicated,Not_Purchasing_Uncomfortable,Not_Purchasing_Unfamiliar_vendor,Registered_to_Vote,Sexual_Preference,Web_Ordering,Web_Page_Creation,Who_Pays_for_Access_Dont_Know,Who_Pays_for_Access_Other,Who_Pays_for_Access_Parents,Who_Pays_for_Access_School,Who_Pays_for_Access_Self,Who_Pays_for_Access_Work,Willingness_to_Pay_Fees,Years_on_Internet
669,67,2,1,1,0,0,1,1,0,0,25,0,0,0,1,0,0,5,1,1,0,0,0,0,0,0,0,0,0,1,5,2,3,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,0,0,0,1,0,0,4,0
670,43,98,0,1,0,0,0,0,1,0,7,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,5,1,3,98,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,2,2,0,0,0,0,1,0,99,1
671,33,2,1,0,0,0,0,1,0,0,54,0,0,0,1,0,0,4,1,1,3,0,0,1,0,0,0,0,0,0,3,3,99,2,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,99,4
672,36,0,1,1,0,0,0,1,0,0,43,0,0,0,1,0,0,4,4,1,0,0,0,0,1,0,0,0,0,0,5,2,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,4,2
673,52,2,1,0,0,0,0,0,0,0,28,0,0,0,1,0,0,7,1,1,7,0,0,0,0,0,0,0,0,1,5,2,3,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,99,0
674,45,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,1,1,5,0,0,0,0,0,0,0,0,1,5,99,1,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,4,0
675,56,0,0,0,0,0,0,1,0,0,89,0,0,0,1,0,0,5,1,1,6,0,0,0,0,0,0,0,0,1,6,3,3,2,2,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,2,1,0,0,0,0,1,0,3,3
676,22,2,0,1,0,0,0,0,0,0,48,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,5,99,5,1,3,1,2,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,2,1,2,1,0,1,0,0,1,0,4,2
677,48,0,0,0,0,1,0,0,0,0,35,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,4,0
678,31,2,0,1,0,0,0,0,0,0,19,0,0,0,1,0,0,7,1,1,4,0,0,0,0,0,0,0,0,1,5,99,5,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,2,1
679,0,2,0,0,0,0,1,0,0,0,7,0,0,0,1,0,0,4,1,0,4,0,0,0,0,0,0,0,0,1,5,2,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,2,0,0,0,0,1,1,4,3
680,21,2,0,1,0,0,0,0,0,0,20,0,0,0,1,0,0,3,1,1,8,0,0,0,1,0,0,0,0,0,5,3,5,2,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,2,1,0,0,0,1,0,0,4,2
681,25,1,0,1,0,0,0,0,0,0,54,0,0,0,1,0,0,1,2,1,2,0,0,0,0,1,0,0,0,0,3,99,3,4,4,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,2,2,0,0,0,0,1,0,5,1
682,20,0,0,1,0,0,1,1,0,0,54,0,0,0,1,0,0,3,5,0,5,0,0,0,0,0,0,1,0,0,3,3,5,99,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,98,1,0,0,0,1,0,0,4,2
683,53,98,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,3,1,0,6,0,0,0,1,0,0,0,0,0,5,99,3,98,4,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,2,0,0,0,0,1,0,4,1
684,50,98,0,0,1,0,0,0,0,0,35,0,0,0,1,0,0,4,1,1,6,0,0,0,1,0,0,0,0,0,5,2,3,2,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,4,2
685,33,2,0,1,0,0,0,0,0,0,35,0,0,0,1,0,0,4,1,1,6,0,0,0,1,0,0,0,0,0,5,2,5,0,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,99,2
686,46,2,1,1,0,0,0,0,0,0,34,0,0,0,0,0,1,3,3,1,3,0,0,0,1,0,0,0,0,0,5,2,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,1,1
687,52,2,0,1,0,1,1,0,0,1,2,0,0,0,1,0,0,3,0,1,3,0,0,0,0,0,0,0,0,1,5,0,5,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,99,2
688,22,98,0,1,0,0,1,0,0,0,89,0,0,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,6,3,5,6,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,2,2,0,0,0,1,1,0,4,0
689,41,2,0,0,1,0,0,0,0,0,55,0,0,0,1,0,0,0,1,0,8,0,0,0,0,0,0,0,0,1,4,0,99,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,5,0
690,56,0,1,1,0,0,0,1,0,0,8,0,0,0,1,0,0,4,1,1,6,0,0,0,1,0,0,0,0,0,5,2,1,6,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,2,0,0,0,0,1,0,99,1
691,40,2,0,0,0,0,1,1,0,1,48,0,0,0,1,0,0,4,1,0,5,0,0,0,1,0,0,0,0,0,5,0,99,99,3,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,6,2
692,20,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,1,3,1,2,0,0,0,0,0,0,0,0,1,5,99,5,2,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,1,0,3,1
693,20,2,1,1,0,0,0,1,0,0,66,0,0,0,1,0,0,3,1,1,2,0,0,0,0,0,0,0,0,1,6,3,5,2,4,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4,1,1,0,0,0,1,1,0,1,2
694,26,2,0,0,1,0,0,0,0,0,19,0,0,0,1,0,0,5,3,1,0,1,0,0,0,0,0,0,0,0,5,3,5,1,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,0,0,0,1,0,0,99,2
695,18,2,0,1,0,0,0,0,0,0,11,0,0,0,1,0,0,1,4,1,4,0,0,0,1,0,0,0,0,0,5,3,5,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,0,1,0,0,1,0
696,26,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,3,5,1,3,0,0,0,0,0,0,0,0,1,5,0,1,2,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,1,0,4,0
697,42,2,0,1,0,0,0,0,0,0,5,0,0,0,1,0,0,5,5,1,8,0,0,1,0,0,0,0,0,0,5,1,3,1,4,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,99,3
698,52,98,0,0,1,0,0,0,0,0,43,0,0,0,1,0,0,4,1,0,7,0,0,0,0,0,0,0,0,1,5,99,3,98,4,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,98,0,0,0,0,1,0,4,0
699,31,0,0,1,0,0,0,0,0,0,20,0,0,0,1,0,0,4,5,1,8,0,0,0,1,0,0,0,0,0,5,0,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,99,3
700,60,98,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,3,1,1,6,1,0,0,0,0,0,0,0,0,5,99,5,2,2,1,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,2,2,0,0,0,0,1,0,4,1
701,22,0,0,1,0,1,0,0,0,1,80,0,0,0,1,0,0,5,3,0,1,0,0,0,0,0,0,1,0,0,4,3,99,0,2,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,3,2,1,0,0,0,1,0,1,2,2
702,35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,4,0,0,0,1,0,0,0,0,0,5,2,3,2,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,1,0,0,0,0,1,0,99,0
703,76,98,0,0,1,0,0,0,0,0,33,0,0,0,1,0,0,1,1,1,3,1,0,0,0,0,0,0,0,0,5,99,3,98,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,4,1
704,42,1,0,0,1,0,0,0,0,0,37,0,0,0,0,0,1,2,1,1,8,0,0,0,0,0,0,0,0,1,5,2,3,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,0,0,0,0,1,0,99,2
705,76,98,0,0,1,0,0,0,0,0,7,0,0,0,1,0,0,3,6,1,5,0,0,0,0,0,0,0,0,1,5,99,3,1,1,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,2,2,0,0,0,0,1,0,99,1
706,46,98,0,1,0,0,0,0,0,0,34,0,0,0,1,0,0,4,6,1,5,0,0,0,0,0,0,1,0,1,5,99,3,2,1,1,0,6,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,2,2,0,0,0,0,1,0,4,1
707,49,0,0,1,0,0,1,1,0,0,50,0,0,0,1,0,0,4,1,1,6,0,0,0,0,0,0,0,0,1,6,3,99,98,2,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,5,3
708,28,98,0,0,1,0,0,0,0,0,29,0,0,0,1,0,0,5,1,1,7,0,0,0,0,0,0,0,0,1,5,3,99,6,2,1,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,2,0,0,0,0,0,1,1,2
709,50,98,0,0,1,0,0,0,0,0,18,0,0,0,1,0,0,4,2,0,6,0,0,0,0,0,0,0,0,1,5,2,5,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,2,2,0,0,0,0,1,0,5,3
710,22,2,0,1,0,0,0,0,0,0,22,0,0,0,1,0,0,1,1,1,4,0,0,0,1,1,0,0,0,1,5,3,5,1,1,1,2,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,99,1
711,46,2,0,0,0,0,1,0,0,0,43,0,0,0,1,0,0,4,6,1,8,0,0,0,0,0,0,0,0,1,5,0,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,1,0,1,3
712,40,2,0,0,0,1,0,0,0,0,40,0,0,0,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,5,99,3,2,4,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,99,1
713,38,98,0,0,1,0,0,0,0,0,45,0,0,0,1,0,0,3,2,0,6,0,0,1,0,0,0,0,0,0,5,2,5,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,99,3
714,20,0,0,1,0,0,0,0,0,0,61,0,0,0,1,0,0,3,5,1,1,0,0,0,0,0,0,0,0,1,3,3,5,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,0,1,0,0,0,0,99,2
715,32,98,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,4,4,0,6,0,0,0,0,0,1,0,0,0,5,1,3,99,4,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,99,2
716,22,98,0,0,0,0,0,1,0,0,29,0,0,0,1,0,0,4,1,1,4,0,0,0,0,0,1,0,0,0,5,2,5,2,3,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,2,2
717,41,0,0,1,0,0,0,0,0,0,35,0,0,0,1,0,0,3,1,1,7,0,0,1,0,0,0,0,0,0,5,1,99,6,3,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2,1,2,0,0,0,0,1,0,99,2
718,41,98,1,1,0,1,0,1,0,1,40,0,0,0,1,0,0,3,6,0,5,0,0,0,0,0,0,1,0,0,5,1,3,4,4,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,1,0,99,0
719,32,0,0,1,0,0,0,1,0,0,99,0,0,0,1,0,0,7,2,1,2,0,0,0,0,0,1,0,1,0,4,2,3,4,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,99,2
720,31,2,0,0,1,0,0,0,0,0,43,0,0,0,1,0,0,4,2,1,6,0,0,0,0,1,0,0,0,0,5,1,6,6,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,1,0,99,2
721,21,0,0,1,0,1,0,1,0,0,8,0,0,0,1,0,0,3,2,1,6,0,0,0,1,0,0,0,0,0,5,0,5,1,4,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,99,2
722,29,0,0,1,0,0,0,1,0,0,17,0,0,0,1,0,0,4,2,1,3,0,0,1,0,0,0,0,0,0,5,0,3,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,1,0,0,0,0,1,0,5,4
723,19,98,0,1,0,0,0,0,0,0,8,0,0,0,1,0,0,3,4,1,1,0,0,0,0,0,0,0,0,1,5,3,5,4,1,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,1,0,0,2,4
724,22,98,0,1,0,0,0,1,0,0,28,0,0,0,1,0,0,4,2,1,5,0,0,0,0,0,0,0,0,1,5,0,5,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,99,3
725,35,2,0,1,0,0,1,0,0,0,4,0,0,0,1,0,0,5,1,1,8,0,0,1,0,0,0,0,0,0,5,1,3,99,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,99,2
726,35,0,0,0,0,1,0,0,1,0,23,0,0,0,1,0,0,1,2,0,5,0,1,0,0,0,0,0,0,0,5,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,2,0,0,0,0,1,0,99,1
727,30,0,0,0,0,1,0,0,0,0,89,0,0,0,1,0,0,4,1,1,6,0,0,0,1,0,0,0,0,0,6,2,3,6,4,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,2,1,0,0,0,0,1,0,1,2
728,37,98,0,1,0,1,0,1,0,0,29,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,5,99,3,4,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,99,4
729,47,0,0,0,0,0,0,1,0,0,32,0,0,0,0,0,1,3,1,1,6,0,0,0,1,0,0,0,0,0,5,0,3,1,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,2
730,0,2,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,4,0,1,1,0,0,0,0,0,0,0,1,0,5,0,99,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,4,3
731,29,1,0,0,1,0,0,0,0,0,19,0,0,0,1,0,0,4,5,1,3,0,1,0,0,0,0,0,0,0,5,0,1,1,2,1,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,5,1
732,63,98,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,4,6,1,0,0,0,0,0,0,0,0,0,1,5,99,1,1,1,1,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,2,2,0,0,0,0,1,0,4,0
733,26,0,1,1,0,1,0,0,0,0,4,0,0,0,1,0,0,4,2,0,7,0,0,0,1,0,0,0,0,0,5,0,99,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,99,4
734,32,98,0,0,1,0,0,0,0,0,42,0,0,0,1,0,0,3,1,0,2,0,0,0,0,0,0,0,0,1,5,99,5,2,4,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,1,99,2
735,18,0,1,1,0,0,0,0,0,0,33,0,0,0,1,0,0,1,1,0,6,0,0,0,0,0,0,0,1,0,5,3,5,2,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,2,1,0,0,1,1,0,0,99,2
736,18,0,0,1,0,0,1,0,1,1,43,0,0,0,1,0,0,3,2,1,1,0,0,0,0,0,0,0,0,1,5,3,5,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,99,2
737,26,0,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,4,2,1,5,0,0,1,0,0,0,0,0,0,5,0,99,1,4,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,99,2
738,31,98,0,0,1,0,0,0,0,0,14,0,0,0,1,0,0,3,3,0,4,0,0,0,0,0,0,0,0,1,5,99,3,6,1,1,2,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,2,0,0,0,0,1,0,4,2
739,21,98,0,0,1,0,0,0,0,0,13,0,0,0,1,0,0,3,1,0,2,0,0,0,0,0,0,0,0,1,5,3,5,98,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,1,0,99,0
740,22,98,0,0,1,0,0,0,0,0,45,0,0,0,1,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,5,0,5,99,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,99,2
741,35,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,5,0,3,98,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1,1,0,0,0,0,0,1,99,2
742,25,0,0,1,0,0,0,1,0,0,75,0,0,0,1,0,0,4,4,1,5,0,0,1,0,0,0,0,0,0,4,0,5,0,4,10,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,99,2
743,56,0,1,1,0,1,0,0,0,0,6,0,0,0,1,0,0,1,1,0,5,0,0,0,1,0,0,0,0,0,5,99,3,2,4,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,4,0
744,50,0,0,1,0,0,0,1,0,0,30,0,0,0,1,0,0,2,2,1,7,0,0,0,1,0,0,0,0,0,5,3,3,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,3
745,47,98,0,0,1,0,0,0,0,0,32,0,0,0,1,0,0,4,1,1,6,0,0,1,0,0,0,0,0,0,5,1,3,6,3,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,2,0,0,0,0,0,1,99,2
746,27,0,0,1,0,0,0,1,0,1,61,0,0,0,1,0,0,2,2,0,4,0,0,0,0,0,0,0,0,1,3,2,5,2,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,1,0,99,0
747,19,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,5,99,5,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,4,2
748,22,2,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,1,5,3,5,1,4,1,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,4,2
749,50,0,1,1,0,0,0,0,0,1,61,0,0,1,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,1,3,3,1,1,1,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,99,1
750,29,0,0,1,0,1,1,0,0,0,45,0,0,0,1,0,0,5,1,0,4,0,0,0,0,0,0,0,0,1,5,1,5,0,4,1,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,99,4
751,57,2,0,0,1,0,0,0,0,0,35,0,0,0,1,0,0,1,1,1,8,0,0,0,0,0,0,0,0,1,5,2,1,6,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,2,0,0,0,0,1,0,4,1
752,27,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,3,1,1,5,0,0,0,0,0,0,0,0,1,5,1,3,1,4,1,2,5,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,2,0,0,0,0,1,0,99,0
753,33,0,0,0,0,0,0,0,0,1,16,0,0,0,1,0,0,3,3,1,3,0,0,0,0,0,0,0,0,1,5,99,5,2,4,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,0,0,0,0,1,0,99,1
754,7,98,0,0,1,0,0,0,0,0,11,0,0,0,1,0,0,4,1,1,6,0,0,0,0,0,0,0,1,0,5,99,3,6,4,1,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,2,0,0,0,0,1,0,4,0
755,22,98,0,0,1,0,0,0,0,0,55,0,0,0,1,0,0,4,1,1,1,0,0,0,0,0,0,0,0,1,4,3,5,6,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,0,0,0,1,0,0,99,0
756,44,0,0,0,0,0,0,1,0,0,51,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,6,2,3,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,2,0,0,0,0,0,1,99,3
757,18,0,1,0,0,0,0,0,0,0,17,0,0,0,1,0,0,1,6,0,3,0,0,0,1,0,0,0,0,0,5,3,99,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,1,0,99,0
758,36,0,0,1,0,1,0,1,0,1,8,0,0,0,1,0,0,4,2,1,7,0,0,0,1,0,1,0,0,0,5,0,3,6,2,1,3,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,2,0,0,0,0,1,0,99,4
759,42,2,0,0,1,0,0,0,0,0,35,0,0,0,1,0,0,4,1,0,8,1,0,0,0,0,0,0,0,1,5,1,3,99,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,1,0,0,0,0,99,2
760,25,2,0,0,1,0,0,0,0,0,39,0,0,0,1,0,0,1,1,1,8,0,0,0,0,0,0,0,0,1,5,1,3,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,4,2
761,56,2,0,0,1,0,0,0,0,0,35,0,0,0,1,0,0,4,1,1,8,0,0,0,0,0,0,0,0,1,5,1,3,2,2,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,4,0
